"","AD_A_S33_L001_R1_001","AD_B_S34_L001_R1_001","AD_C_S35_L001_R1_001","AD_D_S36_L001_R1_001","AD_E_S37_L001_R1_001","AD_F_S38_L001_R1_001","AD_G_S39_L001_R1_001","AD_H_S40_L001_R1_001","AD_I_S41_L001_R1_001","AD_J_S42_L001_R1_001","AD_K_S43_L001_R1_001","AD_L_S44_L001_R1_001","AD_M_S45_L001_R1_001","AD_N_S46_L001_R1_001","AD_O_S47_L001_R1_001","AD_Q_S48_L001_R1_001","MMCI_A_S17_L001_R1_001","MMCI_B_S18_L001_R1_001","MMCI_C_S19_L001_R1_001","MMCI_D_S20_L001_R1_001","MMCI_E_S21_L001_R1_001","MMCI_F_S22_L001_R1_001","MMCI_G_S23_L001_R1_001","MMCI_H_S24_L001_R1_001","MMCI_I_S25_L001_R1_001","MMCI_J_S26_L001_R1_001","MMCI_K_S27_L001_R1_001","MMCI_L_S28_L001_R1_001","MMCI_M_S29_L001_R1_001","MMCI_N_S30_L001_R1_001","MMCI_O_S31_L001_R1_001","MMCI_P_S32_L001_R1_001","NCI_A_S1_L001_R1_001","NCI_B_S2_L001_R1_001","NCI_C_S3_L001_R1_001","NCI_D_S4_L001_R1_001","NCI_E_S5_L001_R1_001","NCI_F_S6_L001_R1_001","NCI_G__S7_L001_R1_001","NCI_H_S8_L001_R1_001","NCI_I_S9_L001_R1_001","NCI_J_S10_L001_R1_001","NCI_K_S11_L001_R1_001","NCI_L_S12_L001_R1_001","NCI_M_S13_L001_R1_001","NCI_N_S14_L001_R1_001","NCI_O_S15_L001_R1_001","NCI_P_S16_L001_R1_001"
"tRF-39-YJE76IZB8PLML3JF",0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"tRF-39-YJHJX78OP3X1M3JL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"tRF-39-YJIO3ZU3U0IO5B1F",1,1,2,2,0,2,2,0,4,3,3,0,0,2,3,0,1,1,2,0,0,1,3,0,0,3,0,3,1,2,1,0,0,3,1,0,2,2,1,0,2,0,1,1,2,0,0,1
"tRF-39-YK7IVI7O409Z7KKO",3,3,3,7,3,2,2,0,3,4,16,0,1,3,2,0,1,3,3,5,1,1,2,0,1,2,4,2,8,4,3,1,2,1,2,2,1,0,0,1,3,3,3,0,2,0,3,1
"tRF-39-YKISQI45LSM1M3JL",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-39-YQHQ9M739P8WQ0EB",26,101,8,29,19,16,31,73,233,109,137,4,17,96,11,7,1,0,7,28,153,103,4,9,57,5,41,237,130,218,91,33,11,418,204,23,39,65,69,1,104,27,58,36,13,22,16,261
"tRF-39-YU4QUEVUUMHNU6E2",1,1,0,2,0,0,3,1,3,2,2,0,3,3,1,0,0,0,1,2,5,3,2,2,1,0,3,3,5,1,4,0,0,1,0,3,1,7,5,3,0,4,0,1,3,2,3,1
"tRF-39-Z3HL7XBOBUIEYUH2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-39-Z4D7OOJ0QXL13XKO",0,4,2,2,8,3,10,4,2,4,8,0,1,3,3,0,2,0,1,1,1,2,3,0,2,2,4,3,0,4,3,1,0,2,8,5,3,8,3,6,4,5,1,4,2,4,2,3
"tRF-39-Z6KPQJ3KYU4RRWIX",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-39-Z87ID890YBOZZ7HL",1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-39-Z8I7JKIKYUY9H31O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tRF-39-Z9HMI8W47W1R7HE6",9,4,3,2,3,5,4,24,3,5,3,1,5,2,8,3,1,0,1,4,5,3,0,2,10,1,0,4,9,13,0,10,2,10,12,2,3,3,2,2,6,1,4,6,3,4,6,4
"tRF-39-ZLBS5EOB3ZY61DE2",249,615,249,257,1,223,262,7,612,0,100,6,259,285,204,135,150,338,205,169,479,292,172,135,398,464,277,706,301,476,335,204,152,558,0,284,171,351,400,152,317,327,253,2,319,294,152,544
"tRF-39-ZO0BEBXNWD8NBNFL",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"tRF-39-ZO1EBP4MJYSZ111F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-39-ZXD2UFQQKNR7VJ12",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-39-ZZJQJYSWRYVMMVHX",2,2,0,1,1,0,0,2,1,0,1,0,1,3,3,1,0,0,0,2,2,2,1,1,6,0,0,2,1,2,1,1,0,2,1,0,2,1,0,0,1,0,0,0,1,0,1,1
"tRF-40-02K0F78BP7JL1Y2L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-0FDFKON5EX62Z6EX",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-0IOB9ZFH690M0RHB",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"tRF-40-0IV25Z2IUIX1Q7O6",18,38,18,26,25,25,60,22,29,39,52,14,35,55,12,6,9,45,22,44,20,39,22,19,39,20,20,50,60,38,38,21,9,22,29,23,25,35,19,6,14,36,18,38,16,19,13,64
"tRF-40-16ZSIJ7KYUHR0VX6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-17NS5J7KYUHR0VX6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"tRF-40-17NSRJ7KYUHR0VX6",1,2,1,0,3,1,2,2,0,3,1,0,0,2,0,0,0,1,2,1,0,5,0,1,1,1,1,2,3,2,1,0,3,3,0,4,4,1,1,1,1,7,1,0,2,2,2,2
"tRF-40-202L2YBE7XO8Q6J6",2,1,2,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"tRF-40-2BJ65YXENDBP1IUU",46,119,57,78,127,54,64,75,50,73,24,20,151,56,145,16,44,78,72,32,5,133,46,78,95,21,44,94,160,140,85,91,25,12,56,104,125,117,42,31,40,94,36,77,60,117,204,12
"tRF-40-2EWBOJFZ2DN1RJY6",0,0,2,1,3,5,1,0,0,3,4,1,1,0,0,1,2,1,0,3,1,3,5,3,0,5,0,0,3,1,1,0,0,0,0,0,4,1,2,2,0,0,0,3,1,2,3,0
"tRF-40-2L2YBE7XO8Q6J6K6",0,0,0,1,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,2,0,4,0,0,0,1,0,1,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0
"tRF-40-2OF5KDYFNP5EYONO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"tRF-40-2OOIQO4QPRJW4DBQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-2R14PSR9O933IKB6",3,3,0,0,0,1,0,2,0,1,0,0,0,1,0,6,1,1,0,0,0,2,0,0,14,0,0,2,3,4,2,1,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"tRF-40-2R1HPSR9O9337KB6",83,103,63,106,47,65,98,313,63,87,155,74,44,78,35,249,4,83,62,61,139,114,47,34,556,53,62,113,117,122,92,142,35,109,105,60,126,60,67,107,144,101,98,130,78,117,47,80
"tRF-40-2S3HPSR95933J2B6",0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"tRF-40-2S3HPSR95933JKB6",184,814,624,566,326,187,622,1127,403,526,584,172,433,345,234,195,15,392,254,670,1174,757,280,123,2140,294,320,498,933,695,298,573,145,879,832,478,387,596,345,276,410,676,558,745,405,648,263,564
"tRF-40-2S3HPSR9593JJKB6",1,2,0,3,3,0,0,0,0,2,4,0,0,0,0,1,0,3,1,0,4,0,8,3,5,2,3,2,3,2,0,2,0,2,2,2,0,2,0,1,0,3,1,2,1,1,3,3
"tRF-40-2VF0S7RNLJKP9BK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"tRF-40-2VR008R959KOMKF6",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"tRF-40-2VR008R959KUMKF6",569,274,207,596,190,198,322,1055,468,477,565,643,273,293,158,1977,59,286,287,262,463,297,138,137,1872,343,306,305,419,439,511,418,134,355,336,212,535,224,223,464,407,386,788,477,420,722,195,206
"tRF-40-2VR008R9D9KUMKF6",78,59,40,91,32,24,60,192,66,72,65,101,43,50,22,284,6,49,65,36,80,67,23,28,315,50,49,56,71,95,79,70,19,46,47,42,99,46,41,84,61,60,107,86,78,109,46,33
"tRF-40-2VR0PSR9593J2426",0,4,1,2,0,1,0,4,0,2,3,0,0,2,1,2,0,2,1,1,3,1,0,0,7,1,0,1,2,3,4,4,0,2,4,0,0,0,1,0,3,0,1,0,0,5,1,2
"tRF-40-2YU04DYJIO3ZU3U0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"tRF-40-3290Q4R9OMKIWU26",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-36DFHFNBDWY2MJ8F",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"tRF-40-3NBZKEUI1ZXF0N2B",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-46VIJK7PF59MZLB6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-490VL8K87SIRMM12",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tRF-40-4S14IZJQXEXOISDB",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"tRF-40-4ZM0Q4R9OMK1QV26",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-4ZMKQ4R9OMK1QV26",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-56O2Y6R9O9NJ9IL6",1,1,0,0,0,1,0,1,0,2,3,0,0,0,2,2,0,3,0,5,0,3,0,0,0,2,0,0,0,0,1,2,0,1,0,5,0,0,1,0,0,2,0,0,1,0,0,0
"tRF-40-56O2YXR9O9NJ9IL6",3,3,2,1,0,0,4,1,2,1,14,0,1,0,0,0,0,2,0,16,1,0,2,1,7,1,1,2,5,5,0,4,1,0,4,5,4,0,2,0,4,4,4,0,0,2,3,2
"tRF-40-56O2Z0R95M3973L6",0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,1,1,1,0,1,1,0,0,2,1,0,0,0,2,0,0,1,1,0,1,0,0,1,4,1,1,0,1
"tRF-40-56O2Z0R9OM3973U6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-56O2Z0R9OM3973X6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"tRF-40-56O2Z0R9OM3R73U6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-56O2ZFR95MN1Q3L6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"tRF-40-56OKNH99OMEMR326",0,1,0,3,0,3,0,0,3,0,1,0,0,1,1,0,0,1,0,0,3,2,0,0,5,1,0,0,0,0,3,1,0,5,2,0,0,1,2,0,5,1,1,2,0,0,1,3
"tRF-40-56OKZH99BMEMR326",0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,1,0,1,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"tRF-40-56OKZH99DMEMR326",0,1,1,0,0,0,2,1,2,1,0,0,0,1,2,0,0,3,1,1,3,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"tRF-40-58J0K8UMPLBIUBNX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"tRF-40-5I307EZ6VYDY2EWB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"tRF-40-5IR2Z4R95MKM93L6",1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"tRF-40-5P1OHE10NO0RNQYX",6,1,3,1,0,0,2,2,2,3,2,0,0,0,1,2,0,1,2,4,2,0,2,2,1,3,1,1,3,5,1,0,2,5,0,1,2,1,1,0,1,1,1,0,0,2,2,5
"tRF-40-5YXENDBP1IUUK7VZ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-6R2BIZRVB92EB0U6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-6SJF09R9OML32826",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-70299DWUH6QE30YU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-70JPN1Y6FPZD3KYU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"tRF-40-7BWU2F5JYH0RYNUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-7HFK8SR9BM32LJK6",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"tRF-40-7IR1JOKP1M58HUB6",0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-7O58J0K8UMPLBIUB",9,11,7,15,10,11,15,13,16,12,23,7,6,9,18,4,5,11,13,9,3,23,7,4,19,10,6,12,12,13,13,2,12,5,7,7,8,5,8,7,10,10,8,25,6,13,9,3
"tRF-40-7OFND0B601WZ03O6",4,5,26,6,2,5,10,2,10,5,5,4,8,3,1,0,1,17,2,12,2,9,4,3,6,8,7,6,11,6,3,13,5,4,4,9,2,6,13,4,5,15,4,24,10,14,1,9
"tRF-40-7P299DWUH6QE30YO",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"tRF-40-7P596VW631QJ3KYU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-7P59N3Z6KPQJ3KYU",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"tRF-40-7PJPN1Y6FPZD3KYU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"tRF-40-7RH3SJRX8HWVZ5EF",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-7XBOBUIEYU4QUEVU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"tRF-40-7Z8L8NRS9NS334L2",1,7,2,1,3,1,1,0,2,2,2,0,1,5,0,4,0,0,1,1,3,1,0,0,4,1,2,9,2,1,1,2,1,6,3,2,0,4,2,0,0,1,2,1,1,2,9,5
"tRF-40-81JJ6RRNLIK898O1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-81PV6RRNLNK88KO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-82Z4D7OOJ0QXL13X",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-8694U47P299DZUH6",0,1,0,0,0,1,0,2,2,0,1,0,1,0,0,0,0,0,1,1,1,5,0,0,1,0,1,0,0,0,2,0,0,2,1,3,0,1,0,0,2,0,1,0,2,0,1,4
"tRF-40-86YZQD3KYUYRRHQF",0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,1,1,1,0,1,0,1,1,4,0,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,1
"tRF-40-87R8WP9I1EWJQZ2S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-87R8WP9N1EWJQ72S",0,8,0,0,6,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,6,0,1,1,0,0,0,5,4,0,2,0,1,2,0,3,5,2,1,0,1,3
"tRF-40-897PVP941QKS3W2V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tRF-40-8B7OIQ1IBM4LV7U6",2,1,1,1,0,2,1,1,0,2,0,0,2,0,0,2,0,0,1,1,1,2,2,2,4,2,0,3,2,2,0,0,1,1,1,1,0,1,1,4,0,0,4,4,0,0,0,0
"tRF-40-8FFDXXE6XRK4WO2F",0,3,1,1,0,0,1,0,3,1,2,1,2,3,6,0,0,0,0,1,1,1,1,0,0,0,0,1,2,2,2,1,1,1,1,3,1,4,4,0,0,2,0,2,0,0,0,3
"tRF-40-8HM2OSRNLNKSEK51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-8O90Q4R9OMKIWU26",1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"tRF-40-8Q9MYKK6BEZ8XO46",0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"tRF-40-8R90Q4R9OMKIWU26",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-93QO945NB2NZW7O6",3,9,4,5,2,5,3,9,11,11,6,4,5,6,3,2,1,1,4,4,10,11,7,3,6,3,7,13,17,5,18,7,0,9,15,2,3,11,16,3,7,7,7,8,4,9,2,17
"tRF-40-93R918VBY9PYKHM2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,1,3,0,0,0,0,1,0,0,0,0,0,0
"tRF-40-9D9OHXDD1KYK37ZX",2,3,0,0,1,2,1,0,2,1,0,0,2,1,0,2,1,1,0,1,1,0,1,1,4,2,0,1,2,1,1,1,0,2,1,2,1,0,1,1,0,2,5,1,1,2,1,0
"tRF-40-9F51MLHVHBEXBIYF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-9NZ6V6Z3M8ZLSSXU",1,2,2,1,2,3,1,2,3,7,0,0,0,3,1,0,1,0,0,3,4,0,1,0,3,0,5,3,1,3,0,1,0,1,5,5,3,1,0,0,2,2,0,1,1,1,2,1
"tRF-40-9PN547202L2YBE7X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"tRF-40-9XEO7N987X1RJYSX",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"tRF-40-B01XNYH2SBUL6JYB",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-B11KWH195RWIRJ46",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-B11KWH19BMWIRJ46",0,0,0,1,0,2,1,0,0,3,1,0,2,0,4,0,1,0,2,1,0,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,3
"tRF-40-B11KWH19D9WIRJ46",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"tRF-40-B1FZ9KR959NRZZX6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-40-B1O28HR9O13MMV46",1,3,3,2,1,2,3,5,1,2,5,0,4,3,5,1,1,5,4,12,1,8,4,2,6,0,0,3,5,3,5,3,0,1,1,8,4,1,3,1,3,6,2,4,2,4,7,4
"tRF-40-B1O2WHR9O13MMV46",4,1,1,4,2,8,8,4,1,3,7,0,3,0,10,3,1,5,1,8,0,3,2,2,9,1,4,10,1,1,3,12,0,1,0,4,4,2,2,0,4,2,3,3,0,1,6,7
"tRF-40-B9I1KQSX0DIJZ726",17,30,11,13,21,14,16,18,29,34,36,13,15,17,8,14,13,12,15,18,18,17,12,18,28,16,13,26,24,39,16,8,12,27,23,13,9,15,24,6,15,27,19,34,17,19,18,29
